review,rating,date,bank,app_name,source,package_name,user_name,thumbs_up
Bill payment feature never works properly. Always shows server errors. Update: Still having the same experience.,1,2024-06-21,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User1524,13
App keeps crashing when I try to make payments. Very frustrating!,1,2024-07-21,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User4937,17
Decent banking app with basic features. Nothing special but gets the job done.,3,2024-09-28,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User2647,2
Terrible user experience. The app is slow and unresponsive.,1,2023-11-22,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User9367,17
Very slow loading times. Takes forever to complete simple transactions.,2,2024-11-25,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User5870,7
Ordinary mobile banking experience. Nothing outstanding but functional.,3,2025-06-01,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User8937,20
Acceptable app performance though it could be faster and more responsive.,3,2024-02-01,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User4925,12
Mixed experience - some features are good while others need work. Overall satisfied with the service.,3,2025-03-24,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User7448,19
The app is stable and reliable. Never had any technical issues.,5,2025-02-06,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User8226,9
Bill payment feature never works properly. Always shows server errors.,1,2024-08-27,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User7697,7
Outstanding customer service through the app. Highly recommended! Overall satisfied with the service.,4,2023-06-22,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User5224,4
Ordinary mobile banking experience. Nothing outstanding but functional. Hope they continue to improve.,3,2025-05-22,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User7210,20
Acceptable app performance though it could be faster and more responsive. Update: Still having the same experience.,3,2023-06-15,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User2468,6
Outstanding customer service through the app. Highly recommended!,4,2024-02-22,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User1914,18
Terrible user experience. The app is slow and unresponsive.,2,2024-05-26,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User1074,7
Perfect for daily banking needs. All features work as expected.,5,2025-05-07,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User1783,18
Fast money transfer feature is amazing. No more long queues at the bank!,4,2024-04-27,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User1974,19
Update: Mixed experience - some features are good while others need work.,3,2024-11-26,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User3847,0
Outdated interface and confusing navigation. Needs complete redesign. Been using this app for months now.,2,2023-12-04,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User7156,18
"Outstanding customer service through the app. Highly recommended! Comparing to other banks, this is my experience.",4,2024-07-31,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User1932,19
Average mobile banking experience. Some features work better than others.,3,2025-02-09,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User6984,9
Poor customer service. No response to my complaints about app errors.,2,2024-07-19,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User1659,16
Fast money transfer feature is amazing. No more long queues at the bank!,5,2024-07-26,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User6643,1
Average mobile banking experience. Some features work better than others.,3,2023-07-27,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User6528,18
Amazing app! Makes mobile banking incredibly easy and secure. Update: Still having the same experience.,5,2024-08-24,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User4129,4
Regular banking app - works fine for checking balance and simple transfers. Been using this app for months now.,3,2023-06-09,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User7285,16
Quick and secure payments. The app works perfectly on my phone.,4,2025-04-07,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User7340,11
Update: Average mobile banking experience. Some features work better than others.,3,2023-10-26,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User2211,9
Login issues persist for weeks. Cannot access my account properly.,2,2024-04-09,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User3849,12
Update: Outdated interface and confusing navigation. Needs complete redesign. Hope they continue to improve.,1,2025-05-15,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User7916,19
Amazing app! Makes mobile banking incredibly easy and secure. Still my opinion.,4,2024-01-31,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User2390,15
Perfect for daily banking needs. All features work as expected.,3,2024-05-16,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User8940,9
App works as expected. Would like to see more payment options added.,3,2023-06-05,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User7537,13
Best banking app I've used. Transaction history is very clear and detailed. Overall satisfied with the service.,4,2025-04-16,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User4298,7
Excellent mobile banking app! Very user-friendly interface and fast transactions.,4,2025-04-16,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User7787,16
Very slow loading times. Takes forever to complete simple transactions.,1,2024-03-23,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User8759,10
Love the new features. Makes banking so much easier than going to the branch.,5,2024-10-31,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User7314,3
Quick and secure payments. The app works perfectly on my phone.,4,2024-12-26,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User1953,2
Mixed experience - some features are good while others need work.,3,2024-04-30,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User5405,14
App works fine but could use some improvements in the user interface.,3,2023-06-24,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User2016,9
Perfect for daily banking needs. All features work as expected.,5,2024-12-01,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User2184,16
Cannot transfer money - app shows error messages constantly.,2,2024-09-15,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User1854,4
The app frequently logs me out during transactions. Needs major improvements.,1,2023-11-25,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User7718,10
Best banking app I've used. Transaction history is very clear and detailed.,5,2025-01-13,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User4129,3
Best banking app I've used. Transaction history is very clear and detailed.,4,2025-05-30,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User8868,11
Great user experience! The design is modern and intuitive.,4,2024-07-09,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User6571,3
The app is stable and reliable. Never had any technical issues.,4,2024-01-20,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User1383,2
Ordinary mobile banking experience. Nothing outstanding but functional. Overall satisfied with the service.,3,2023-10-14,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User1193,14
Standard banking app with room for improvement in user experience.,3,2024-01-01,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User5530,13
Best banking app I've used. Transaction history is very clear and detailed.,4,2023-06-18,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User8832,7
App keeps crashing when I try to make payments. Very frustrating!,2,2024-05-30,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User2447,10
"Great user experience! The design is modern and intuitive. Comparing to other banks, this is my experience.",4,2024-03-25,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User6905,4
"Very convenient for paying bills and checking account balance anytime. Comparing to other banks, this is my experience.",4,2023-07-02,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User4650,2
Amazing app! Makes mobile banking incredibly easy and secure.,4,2024-08-17,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User3256,13
Cannot transfer money - app shows error messages constantly.,1,2024-05-01,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User8545,20
Decent banking app with basic features. Nothing special but gets the job done. Overall satisfied with the service.,3,2023-11-25,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User7890,13
Bill payment feature never works properly. Always shows server errors.,2,2024-08-04,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User2931,1
Cannot transfer money - app shows error messages constantly.,2,2024-10-27,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User2132,0
The app is okay for simple transactions but lacks advanced features.,3,2024-07-02,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User1034,9
Love the new features. Makes banking so much easier than going to the branch. Overall satisfied with the service.,4,2024-11-06,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User2104,15
Bill payment feature never works properly. Always shows server errors.,2,2024-02-02,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User3176,4
Functional but not exceptional. Meets basic banking needs adequately.,3,2024-02-14,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User1146,6
