review,rating,date,bank,source,review_length,word_count,rating_category,sentiment_polarity,year,month,vader_compound,vader_positive,vader_neutral,vader_negative,vader_label,textblob_polarity,textblob_subjectivity,textblob_label,distilbert_positive,distilbert_negative,distilbert_label,distilbert_confidence,ensemble_label,ensemble_confidence
"Outdated interface and confusing navigation. Needs complete redesign. Comparing to other banks, this is my experience.",2,2024-08-04,Dashen Bank,Google Play,118,16,Poor,Negative,2024,8,-0.2263,0.0,0.888,0.112,Negative,-0.18125000000000002,0.4520833333333334,Negative,0.0,0.0,Neutral,0.0,Negative,0.6666666666666666
Perfect for daily banking needs. All features work as expected. Hope they continue to improve.,4,2024-05-28,Dashen Bank,Google Play,94,15,Good,Positive,2024,5,0.8591,0.442,0.558,0.0,Positive,0.3,0.4666666666666666,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
"Great user experience! The design is modern and intuitive. Comparing to other banks, this is my experience.",5,2024-11-06,Dashen Bank,Google Play,107,17,Excellent,Positive,2024,11,0.6588,0.215,0.785,0.0,Positive,0.35833333333333334,0.47500000000000003,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
Average mobile banking experience. Some features work better than others. Hope they continue to improve.,3,2025-03-17,Dashen Bank,Google Play,104,15,Average,Neutral,2025,3,0.8271,0.42,0.58,0.0,Positive,0.175,0.44999999999999996,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
Acceptable app performance though it could be faster and more responsive. Hope they continue to improve.,3,2024-05-21,Dashen Bank,Google Play,104,16,Average,Neutral,2024,5,0.8799,0.482,0.518,0.0,Positive,0.5,0.5,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
Outdated interface and confusing navigation. Needs complete redesign. Overall satisfied with the service.,1,2025-04-29,Dashen Bank,Google Play,105,13,Very Poor,Negative,2025,4,0.2263,0.178,0.701,0.121,Positive,-0.020000000000000018,0.4866666666666667,Neutral,0.0,0.0,Neutral,0.0,Neutral,0.6666666666666666
Update Login issues persist for weeks. Cannot access my account properly.,2,2025-05-12,Dashen Bank,Google Play,73,11,Poor,Negative,2025,5,0.0,0.0,1.0,0.0,Neutral,0.0,0.1,Neutral,0.0,0.0,Neutral,0.0,Neutral,1.0
Very convenient for paying bills and checking account balance anytime. Overall satisfied with the service.,5,2024-06-13,Dashen Bank,Google Play,106,15,Excellent,Positive,2024,6,0.4215,0.167,0.833,0.0,Positive,0.2333333333333333,0.43333333333333335,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
Update Love the new features. Makes banking so much easier than going to the branch.,4,2024-09-27,Dashen Bank,Google Play,84,15,Good,Positive,2024,9,0.8062,0.359,0.641,0.0,Positive,0.2787878787878788,0.41818181818181815,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
The app frequently logs me out during transactions. Needs major improvements. Hope they continue to improve.,1,2024-06-25,Dashen Bank,Google Play,108,16,Very Poor,Negative,2024,6,0.8258,0.4,0.6,0.0,Positive,0.08125,0.4,Neutral,0.0,0.0,Neutral,0.0,Neutral,0.6666666666666666
App keeps crashing when I try to make payments. Very frustrating! Overall satisfied with the service.,2,2025-05-14,Dashen Bank,Google Play,101,16,Poor,Negative,2025,5,-0.1081,0.149,0.681,0.17,Negative,-0.05000000000000001,0.6666666666666666,Neutral,0.0,0.0,Neutral,0.0,Neutral,0.6666666666666666
"Security concerns - app doesn t feel safe for financial transactions. Comparing to other banks, this is my experience.",2,2024-06-04,Dashen Bank,Google Play,118,19,Poor,Negative,2024,6,0.6486,0.238,0.762,0.0,Positive,0.125,0.2916666666666667,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
Very slow loading times. Takes forever to complete simple transactions. Overall satisfied with the service.,2,2024-03-30,Dashen Bank,Google Play,107,15,Poor,Negative,2024,3,0.4215,0.167,0.833,0.0,Positive,0.041999999999999996,0.4554285714285714,Neutral,0.0,0.0,Neutral,0.0,Neutral,0.6666666666666666
App works fine but could use some improvements in the user interface. Update Still having the same experience.,3,2023-09-21,Dashen Bank,Google Play,110,18,Average,Neutral,2023,9,0.5187,0.214,0.786,0.0,Positive,0.20833333333333334,0.3125,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
Very convenient for paying bills and checking account balance anytime. Update Still having the same experience.,4,2023-07-15,Dashen Bank,Google Play,111,16,Good,Positive,2023,7,0.0,0.0,1.0,0.0,Neutral,0.1,0.2125,Neutral,0.0,0.0,Neutral,0.0,Neutral,1.0
"App works as expected. Would like to see more payment options added. Comparing to other banks, this is my experience.",3,2024-07-26,Dashen Bank,Google Play,117,20,Average,Neutral,2024,7,0.3612,0.116,0.884,0.0,Positive,0.09166666666666667,0.425,Neutral,0.0,0.0,Neutral,0.0,Neutral,0.6666666666666666
App works as expected. Would like to see more payment options added. Hope they continue to improve.,3,2023-10-09,Dashen Bank,Google Play,99,17,Average,Neutral,2023,10,0.8074,0.372,0.628,0.0,Positive,0.2,0.45,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
"Terrible user experience. The app is slow and unresponsive. Comparing to other banks, this is my experience.",2,2025-01-26,Dashen Bank,Google Play,108,17,Poor,Negative,2025,1,-0.4767,0.0,0.838,0.162,Negative,-0.47500000000000003,0.5916666666666667,Negative,0.0,0.0,Neutral,0.0,Negative,0.6666666666666666
The app is stable and reliable. Never had any technical issues. Overall satisfied with the service.,4,2025-05-24,Dashen Bank,Google Play,99,16,Good,Positive,2025,5,0.6124,0.263,0.737,0.0,Positive,0.16666666666666666,0.3666666666666667,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
Quick and secure payments. The app works perfectly on my phone. Hope they continue to improve.,4,2024-12-28,Dashen Bank,Google Play,94,16,Good,Positive,2024,12,0.9081,0.508,0.492,0.0,Positive,0.5777777777777778,0.7000000000000001,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
App works fine but could use some improvements in the user interface. Overall satisfied with the service.,3,2024-07-13,Dashen Bank,Google Play,105,17,Average,Neutral,2024,7,0.7935,0.365,0.635,0.0,Positive,0.3055555555555556,0.5,Positive,0.0,0.0,Neutral,0.0,Positive,0.6666666666666666
